###=SUM(D2:D17161)
=IF(AND(CalcDamage!$K$24=B2; CalcDamage!$L$24=C2); TRUE; FALSE)#alien#1#=IF(A2;66;0)
=IF(AND(CalcDamage!$K$24=B3; CalcDamage!$L$24=C3); TRUE; FALSE)#alien#2#=IF(A3;72,66666666666667;0)
=IF(AND(CalcDamage!$K$24=B4; CalcDamage!$L$24=C4); TRUE; FALSE)#alien#3#=IF(A4;79,33333333333334;0)
=IF(AND(CalcDamage!$K$24=B5; CalcDamage!$L$24=C5); TRUE; FALSE)#alien#4#=IF(A5;86;0)
=IF(AND(CalcDamage!$K$24=B6; CalcDamage!$L$24=C6); TRUE; FALSE)#alien#5#=IF(A6;92,0;0)
=IF(AND(CalcDamage!$K$24=B7; CalcDamage!$L$24=C7); TRUE; FALSE)#alien#6#=IF(A7;98,0;0)
=IF(AND(CalcDamage!$K$24=B8; CalcDamage!$L$24=C8); TRUE; FALSE)#alien#7#=IF(A8;104;0)
=IF(AND(CalcDamage!$K$24=B9; CalcDamage!$L$24=C9); TRUE; FALSE)#alien#8#=IF(A9;108,5;0)
=IF(AND(CalcDamage!$K$24=B10; CalcDamage!$L$24=C10); TRUE; FALSE)#alien#9#=IF(A10;113;0)
=IF(AND(CalcDamage!$K$24=B11; CalcDamage!$L$24=C11); TRUE; FALSE)#alien#10#=IF(A11;120,4;0)
=IF(AND(CalcDamage!$K$24=B12; CalcDamage!$L$24=C12); TRUE; FALSE)#alien#11#=IF(A12;127,80000000000001;0)
=IF(AND(CalcDamage!$K$24=B13; CalcDamage!$L$24=C13); TRUE; FALSE)#alien#12#=IF(A13;135,20000000000002;0)
=IF(AND(CalcDamage!$K$24=B14; CalcDamage!$L$24=C14); TRUE; FALSE)#alien#13#=IF(A14;142,60000000000002;0)
=IF(AND(CalcDamage!$K$24=B15; CalcDamage!$L$24=C15); TRUE; FALSE)#alien#14#=IF(A15;150;0)
=IF(AND(CalcDamage!$K$24=B16; CalcDamage!$L$24=C16); TRUE; FALSE)#alien#15#=IF(A16;162,14285714285714;0)
=IF(AND(CalcDamage!$K$24=B17; CalcDamage!$L$24=C17); TRUE; FALSE)#alien#16#=IF(A17;174,28571428571428;0)
=IF(AND(CalcDamage!$K$24=B18; CalcDamage!$L$24=C18); TRUE; FALSE)#alien#17#=IF(A18;186,42857142857142;0)
=IF(AND(CalcDamage!$K$24=B19; CalcDamage!$L$24=C19); TRUE; FALSE)#alien#18#=IF(A19;198,57142857142856;0)
=IF(AND(CalcDamage!$K$24=B20; CalcDamage!$L$24=C20); TRUE; FALSE)#alien#19#=IF(A20;210,7142857142857;0)
=IF(AND(CalcDamage!$K$24=B21; CalcDamage!$L$24=C21); TRUE; FALSE)#alien#20#=IF(A21;222,85714285714283;0)
=IF(AND(CalcDamage!$K$24=B22; CalcDamage!$L$24=C22); TRUE; FALSE)#alien#21#=IF(A22;235;0)
=IF(AND(CalcDamage!$K$24=B23; CalcDamage!$L$24=C23); TRUE; FALSE)#alien#22#=IF(A23;250,55555555555554;0)
=IF(AND(CalcDamage!$K$24=B24; CalcDamage!$L$24=C24); TRUE; FALSE)#alien#23#=IF(A24;266,1111111111111;0)
=IF(AND(CalcDamage!$K$24=B25; CalcDamage!$L$24=C25); TRUE; FALSE)#alien#24#=IF(A25;281,66666666666663;0)
=IF(AND(CalcDamage!$K$24=B26; CalcDamage!$L$24=C26); TRUE; FALSE)#alien#25#=IF(A26;297,2222222222222;0)
=IF(AND(CalcDamage!$K$24=B27; CalcDamage!$L$24=C27); TRUE; FALSE)#alien#26#=IF(A27;312,7777777777777;0)
=IF(AND(CalcDamage!$K$24=B28; CalcDamage!$L$24=C28); TRUE; FALSE)#alien#27#=IF(A28;328,33333333333326;0)
=IF(AND(CalcDamage!$K$24=B29; CalcDamage!$L$24=C29); TRUE; FALSE)#alien#28#=IF(A29;343,8888888888888;0)
=IF(AND(CalcDamage!$K$24=B30; CalcDamage!$L$24=C30); TRUE; FALSE)#alien#29#=IF(A30;359,44444444444434;0)
=IF(AND(CalcDamage!$K$24=B31; CalcDamage!$L$24=C31); TRUE; FALSE)#alien#30#=IF(A31;375;0)
=IF(AND(CalcDamage!$K$24=B32; CalcDamage!$L$24=C32); TRUE; FALSE)#alien#31#=IF(A32;395,77777777777777;0)
=IF(AND(CalcDamage!$K$24=B33; CalcDamage!$L$24=C33); TRUE; FALSE)#alien#32#=IF(A33;416,55555555555554;0)
=IF(AND(CalcDamage!$K$24=B34; CalcDamage!$L$24=C34); TRUE; FALSE)#alien#33#=IF(A34;437,3333333333333;0)
=IF(AND(CalcDamage!$K$24=B35; CalcDamage!$L$24=C35); TRUE; FALSE)#alien#34#=IF(A35;458,1111111111111;0)
=IF(AND(CalcDamage!$K$24=B36; CalcDamage!$L$24=C36); TRUE; FALSE)#alien#35#=IF(A36;478,88888888888886;0)
=IF(AND(CalcDamage!$K$24=B37; CalcDamage!$L$24=C37); TRUE; FALSE)#alien#36#=IF(A37;499,66666666666663;0)
=IF(AND(CalcDamage!$K$24=B38; CalcDamage!$L$24=C38); TRUE; FALSE)#alien#37#=IF(A38;520,4444444444445;0)
=IF(AND(CalcDamage!$K$24=B39; CalcDamage!$L$24=C39); TRUE; FALSE)#alien#38#=IF(A39;541,2222222222223;0)
=IF(AND(CalcDamage!$K$24=B40; CalcDamage!$L$24=C40); TRUE; FALSE)#alien#39#=IF(A40;562;0)
=IF(AND(CalcDamage!$K$24=B41; CalcDamage!$L$24=C41); TRUE; FALSE)#alien#40#=IF(A41;570,4545454545455;0)
=IF(AND(CalcDamage!$K$24=B42; CalcDamage!$L$24=C42); TRUE; FALSE)#alien#41#=IF(A42;578,909090909091;0)
=IF(AND(CalcDamage!$K$24=B43; CalcDamage!$L$24=C43); TRUE; FALSE)#alien#42#=IF(A43;587,3636363636365;0)
=IF(AND(CalcDamage!$K$24=B44; CalcDamage!$L$24=C44); TRUE; FALSE)#alien#43#=IF(A44;595,818181818182;0)
=IF(AND(CalcDamage!$K$24=B45; CalcDamage!$L$24=C45); TRUE; FALSE)#alien#44#=IF(A45;604,2727272727275;0)
=IF(AND(CalcDamage!$K$24=B46; CalcDamage!$L$24=C46); TRUE; FALSE)#alien#45#=IF(A46;612,727272727273;0)
=IF(AND(CalcDamage!$K$24=B47; CalcDamage!$L$24=C47); TRUE; FALSE)#alien#46#=IF(A47;621,1818181818185;0)
=IF(AND(CalcDamage!$K$24=B48; CalcDamage!$L$24=C48); TRUE; FALSE)#alien#47#=IF(A48;629,636363636364;0)
=IF(AND(CalcDamage!$K$24=B49; CalcDamage!$L$24=C49); TRUE; FALSE)#alien#48#=IF(A49;638,0909090909095;0)
=IF(AND(CalcDamage!$K$24=B50; CalcDamage!$L$24=C50); TRUE; FALSE)#alien#49#=IF(A50;646,545454545455;0)
=IF(AND(CalcDamage!$K$24=B51; CalcDamage!$L$24=C51); TRUE; FALSE)#alien#50#=IF(A51;655;0)
=IF(AND(CalcDamage!$K$24=B52; CalcDamage!$L$24=C52); TRUE; FALSE)#alien#51#=IF(A52;671,9;0)
=IF(AND(CalcDamage!$K$24=B53; CalcDamage!$L$24=C53); TRUE; FALSE)#alien#52#=IF(A53;688,8;0)
=IF(AND(CalcDamage!$K$24=B54; CalcDamage!$L$24=C54); TRUE; FALSE)#alien#53#=IF(A54;705,6999999999999;0)
=IF(AND(CalcDamage!$K$24=B55; CalcDamage!$L$24=C55); TRUE; FALSE)#alien#54#=IF(A55;722,5999999999999;0)
=IF(AND(CalcDamage!$K$24=B56; CalcDamage!$L$24=C56); TRUE; FALSE)#alien#55#=IF(A56;739,4999999999999;0)
=IF(AND(CalcDamage!$K$24=B57; CalcDamage!$L$24=C57); TRUE; FALSE)#alien#56#=IF(A57;756,3999999999999;0)
=IF(AND(CalcDamage!$K$24=B58; CalcDamage!$L$24=C58); TRUE; FALSE)#alien#57#=IF(A58;773,2999999999998;0)
=IF(AND(CalcDamage!$K$24=B59; CalcDamage!$L$24=C59); TRUE; FALSE)#alien#58#=IF(A59;790,1999999999998;0)
=IF(AND(CalcDamage!$K$24=B60; CalcDamage!$L$24=C60); TRUE; FALSE)#alien#59#=IF(A60;807,0999999999998;0)
=IF(AND(CalcDamage!$K$24=B61; CalcDamage!$L$24=C61); TRUE; FALSE)#alien#60#=IF(A61;823,9999999999998;0)
=IF(AND(CalcDamage!$K$24=B62; CalcDamage!$L$24=C62); TRUE; FALSE)#alien#61#=IF(A62;840,8999999999997;0)
=IF(AND(CalcDamage!$K$24=B63; CalcDamage!$L$24=C63); TRUE; FALSE)#alien#62#=IF(A63;857,7999999999997;0)
=IF(AND(CalcDamage!$K$24=B64; CalcDamage!$L$24=C64); TRUE; FALSE)#alien#63#=IF(A64;874,6999999999997;0)
=IF(AND(CalcDamage!$K$24=B65; CalcDamage!$L$24=C65); TRUE; FALSE)#alien#64#=IF(A65;891,5999999999997;0)
=IF(AND(CalcDamage!$K$24=B66; CalcDamage!$L$24=C66); TRUE; FALSE)#alien#65#=IF(A66;908,4999999999997;0)
=IF(AND(CalcDamage!$K$24=B67; CalcDamage!$L$24=C67); TRUE; FALSE)#alien#66#=IF(A67;925,3999999999996;0)
=IF(AND(CalcDamage!$K$24=B68; CalcDamage!$L$24=C68); TRUE; FALSE)#alien#67#=IF(A68;942,2999999999996;0)
=IF(AND(CalcDamage!$K$24=B69; CalcDamage!$L$24=C69); TRUE; FALSE)#alien#68#=IF(A69;959,1999999999996;0)
=IF(AND(CalcDamage!$K$24=B70; CalcDamage!$L$24=C70); TRUE; FALSE)#alien#69#=IF(A70;976,0999999999996;0)
=IF(AND(CalcDamage!$K$24=B71; CalcDamage!$L$24=C71); TRUE; FALSE)#alien#70#=IF(A71;992,9999999999995;0)
=IF(AND(CalcDamage!$K$24=B72; CalcDamage!$L$24=C72); TRUE; FALSE)#alien#71#=IF(A72;1009,8999999999995;0)
=IF(AND(CalcDamage!$K$24=B73; CalcDamage!$L$24=C73); TRUE; FALSE)#alien#72#=IF(A73;1026,7999999999995;0)
=IF(AND(CalcDamage!$K$24=B74; CalcDamage!$L$24=C74); TRUE; FALSE)#alien#73#=IF(A74;1043,6999999999996;0)
=IF(AND(CalcDamage!$K$24=B75; CalcDamage!$L$24=C75); TRUE; FALSE)#alien#74#=IF(A75;1060,5999999999997;0)
=IF(AND(CalcDamage!$K$24=B76; CalcDamage!$L$24=C76); TRUE; FALSE)#alien#75#=IF(A76;1077,4999999999998;0)
=IF(AND(CalcDamage!$K$24=B77; CalcDamage!$L$24=C77); TRUE; FALSE)#alien#76#=IF(A77;1094,3999999999999;0)
=IF(AND(CalcDamage!$K$24=B78; CalcDamage!$L$24=C78); TRUE; FALSE)#alien#77#=IF(A78;1111,3;0)
